PRIMARY_KEY,STATE,YEAR,AVG_MATH_4_SCORE,AVG_MATH_8_SCORE,AVG_READING_4_SCORE,AVG_READING_8_SCORE
2017_IOWA,IOWA,2017,243.0,286.0,222.0,268.0
2017_KANSAS,KANSAS,2017,241.0,285.0,223.0,267.0
2017_KENTUCKY,KENTUCKY,2017,239.0,278.0,224.0,265.0
2017_LOUISIANA,LOUISIANA,2017,229.0,267.0,212.0,257.0
2017_MAINE,MAINE,2017,240.0,284.0,221.0,269.0
2017_MARYLAND,MARYLAND,2017,241.0,281.0,225.0,267.0
2017_MASSACHUSETTS,MASSACHUSETTS,2017,249.0,297.0,236.0,278.0
2017_MICHIGAN,MICHIGAN,2017,236.0,280.0,218.0,265.0
2017_MINNESOTA,MINNESOTA,2017,249.0,294.0,225.0,269.0
2017_MISSISSIPPI,MISSISSIPPI,2017,235.0,271.0,215.0,256.0
2017_MISSOURI,MISSOURI,2017,240.0,281.0,223.0,266.0
2017_MONTANA,MONTANA,2017,241.0,286.0,222.0,267.0
2017_NATIONAL,NATIONAL,2017,240.0,283.0,222.0,267.0
2017_NEBRASKA,NEBRASKA,2017,246.0,288.0,224.0,269.0
2017_NEVADA,NEVADA,2017,232.0,275.0,215.0,260.0
2017_NEW_HAMPSHIRE,NEW_HAMPSHIRE,2017,245.0,293.0,229.0,275.0
2017_NEW_JERSEY,NEW_JERSEY,2017,248.0,292.0,233.0,275.0
2017_NEW_MEXICO,NEW_MEXICO,2017,230.0,269.0,208.0,256.0
2017_NEW_YORK,NEW_YORK,2017,236.0,282.0,222.0,264.0
2017_NORTH_CAROLINA,NORTH_CAROLINA,2017,241.0,282.0,224.0,263.0
2017_NORTH_DAKOTA,NORTH_DAKOTA,2017,244.0,288.0,222.0,265.0
2017_OHIO,OHIO,2017,241.0,288.0,225.0,268.0
2017_OKLAHOMA,OKLAHOMA,2017,237.0,275.0,217.0,261.0
2017_OREGON,OREGON,2017,233.0,282.0,218.0,266.0
2017_PENNSYLVANIA,PENNSYLVANIA,2017,242.0,286.0,225.0,270.0
2017_RHODE_ISLAND,RHODE_ISLAND,2017,238.0,277.0,223.0,266.0
2017_SOUTH_CAROLINA,SOUTH_CAROLINA,2017,234.0,275.0,213.0,260.0
2017_SOUTH_DAKOTA,SOUTH_DAKOTA,2017,242.0,286.0,222.0,267.0
2017_TENNESSEE,TENNESSEE,2017,237.0,279.0,219.0,262.0
2017_TEXAS,TEXAS,2017,241.0,282.0,215.0,260.0
2017_UTAH,UTAH,2017,242.0,287.0,225.0,269.0
2017_VERMONT,VERMONT,2017,241.0,288.0,226.0,273.0
2017_VIRGINIA,VIRGINIA,2017,248.0,290.0,228.0,268.0
2017_WASHINGTON,WASHINGTON,2017,242.0,289.0,223.0,272.0
2017_WEST_VIRGINIA,WEST_VIRGINIA,2017,236.0,273.0,217.0,259.0
2017_WISCONSIN,WISCONSIN,2017,240.0,288.0,220.0,269.0
2017_WYOMING,WYOMING,2017,248.0,289.0,227.0,269.0
2019_ALABAMA,ALABAMA,2019,230.0,269.0,212.0,253.0
2019_ALASKA,ALASKA,2019,232.0,274.0,204.0,252.0
2019_ARIZONA,ARIZONA,2019,238.0,280.0,216.0,259.0
2019_ARKANSAS,ARKANSAS,2019,233.0,274.0,215.0,259.0
2019_CALIFORNIA,CALIFORNIA,2019,235.0,276.0,216.0,259.0
2019_COLORADO,COLORADO,2019,242.0,285.0,225.0,267.0
2019_CONNECTICUT,CONNECTICUT,2019,243.0,286.0,224.0,270.0
2019_DELAWARE,DELAWARE,2019,239.0,277.0,218.0,260.0
2019_DISTRICT_OF_COLUMBIA,DISTRICT_OF_COLUMBIA,2019,235.0,269.0,214.0,250.0
2019_DODEA,DODEA,2019,250.0,292.0,235.0,280.0
2019_FLORIDA,FLORIDA,2019,246.0,279.0,225.0,263.0
2019_GEORGIA,GEORGIA,2019,238.0,279.0,218.0,262.0
2019_HAWAII,HAWAII,2019,239.0,275.0,218.0,258.0
2019_IDAHO,IDAHO,2019,242.0,286.0,223.0,266.0
2019_ILLINOIS,ILLINOIS,2019,237.0,283.0,218.0,265.0
2019_INDIANA,INDIANA,2019,245.0,286.0,222.0,266.0
2019_IOWA,IOWA,2019,241.0,282.0,221.0,262.0
2019_KANSAS,KANSAS,2019,239.0,282.0,219.0,263.0
2019_KENTUCKY,KENTUCKY,2019,239.0,278.0,221.0,263.0
2019_LOUISIANA,LOUISIANA,2019,231.0,272.0,210.0,257.0
2019_MAINE,MAINE,2019,241.0,282.0,221.0,265.0
2019_MARYLAND,MARYLAND,2019,239.0,280.0,220.0,264.0
2019_MASSACHUSETTS,MASSACHUSETTS,2019,247.0,294.0,231.0,273.0
2019_MICHIGAN,MICHIGAN,2019,236.0,280.0,218.0,263.0
2019_MINNESOTA,MINNESOTA,2019,248.0,291.0,222.0,264.0
2019_MISSISSIPPI,MISSISSIPPI,2019,241.0,274.0,219.0,256.0
2019_MISSOURI,MISSOURI,2019,238.0,281.0,218.0,263.0
2019_MONTANA,MONTANA,2019,241.0,284.0,222.0,265.0
2019_NATIONAL,NATIONAL,2019,241.0,282.0,220.0,263.0
2019_NEBRASKA,NEBRASKA,2019,244.0,285.0,222.0,264.0
2019_NEVADA,NEVADA,2019,236.0,274.0,218.0,258.0
2019_NEW_HAMPSHIRE,NEW_HAMPSHIRE,2019,245.0,287.0,224.0,268.0
2019_NEW_JERSEY,NEW_JERSEY,2019,246.0,292.0,227.0,270.0
2019_NEW_MEXICO,NEW_MEXICO,2019,231.0,269.0,208.0,252.0
2019_NEW_YORK,NEW_YORK,2019,237.0,280.0,220.0,262.0
2019_NORTH_CAROLINA,NORTH_CAROLINA,2019,241.0,284.0,221.0,263.0
2019_NORTH_DAKOTA,NORTH_DAKOTA,2019,243.0,286.0,221.0,263.0
2019_OHIO,OHIO,2019,241.0,286.0,222.0,267.0
2019_OKLAHOMA,OKLAHOMA,2019,237.0,276.0,216.0,258.0
2019_OREGON,OREGON,2019,236.0,280.0,218.0,264.0
2019_PENNSYLVANIA,PENNSYLVANIA,2019,244.0,285.0,223.0,264.0
2019_RHODE_ISLAND,RHODE_ISLAND,2019,239.0,276.0,220.0,262.0
2019_SOUTH_CAROLINA,SOUTH_CAROLINA,2019,237.0,276.0,216.0,259.0
2019_SOUTH_DAKOTA,SOUTH_DAKOTA,2019,241.0,287.0,222.0,263.0
2019_TENNESSEE,TENNESSEE,2019,240.0,280.0,219.0,262.0
2019_TEXAS,TEXAS,2019,244.0,280.0,216.0,256.0
2019_UTAH,UTAH,2019,244.0,285.0,225.0,267.0
2019_VERMONT,VERMONT,2019,239.0,287.0,222.0,268.0
2019_VIRGINIA,VIRGINIA,2019,247.0,287.0,224.0,262.0
2019_WASHINGTON,WASHINGTON,2019,240.0,286.0,220.0,266.0
2019_WEST_VIRGINIA,WEST_VIRGINIA,2019,231.0,272.0,213.0,256.0
2019_WISCONSIN,WISCONSIN,2019,242.0,289.0,220.0,267.0
2019_WYOMING,WYOMING,2019,246.0,286.0,227.0,265.0
